doi,title,abstract,label_included
https://doi.org/10.1016/j.fertnstert.2019.07.295,"Hair cortisol as a new biomarker of underlying chronic stress, anxiety and depression in infertility: a pilot study","Objective: To study the viability of hair cortisol levels as new biomarker of chronic stress and explore its relationship with perceived anxiety levels and depressive symptoms. Design: Prospective, observational, cross-sectional study. Materials and Methods: A total of 50 non-smoking women, with body mass index of 19-30 kg/m2 and no previous fertility treatments, undergoing IVF were eligible for the study. Interested patients were asked to give a sample of their hair in their second consultation with the doctor and twelve weeks later. Study exclusion criteria included subjects with any recognized psychiatric or immune health condition; no drugs, alcohol consumption or high caffeine consumption. To reduce the confounding effect of risk variables, patients diagnosed with Cushing disease, asthma, on steroid medication, diabetes or other conditions known to influence cortisol levels, were excluded. The State-Trait Anxiety Inventory (STAI) and Depression Subscale (DEP) from Symptom Checklist 90-R (SCL-90-R) were used to assess anxiety and depression respectively at second appointment (T1) and twelve weeks after (T2). A score R40 on the State Anxiety scale (S-Anxiety) was used to detect clinically significant anxiety. SCL-90-R scores of DEP 2.0 were used to detect depression. Non parametric, student t-tests, Chi-Square and Shapiro-Wilk normality tests were used where appropriate and a p<0.05 was considered to be significant. Results: The mean age was 36.2 (0,8) prior starting treatment. No patient was receiving psychological therapy or were on psychiatric medication at the time of the treatment. Overall patients had more Trait Anxiety at T1 (mean: 29.8, p<0.001) than T2 (mean: 24.4, p<0.001), while there was a mild difference in terms of depression (mean: 0.8 vs 1.5, p<0.001) from T1 to T2. Cortisol levels increased from T1 to T2 (mean: 239.2 vs 246.9, p <0.001). On T2, 52% of women had a positive pregnancy test, and their cortisol levels were reduced from T1 to T2 (mean: 357.2 vs 151.1, p<0.001) while women who had a negative result had higher cortisol levels at T2 (mean: 106.5 vs 378.6, p<0.001). Regarding correlation only frequent physical exercise showed a significant association to lower cortisol secretion at T1 but not at T2 (0.03 vs 0.09, p<0.05). Neither age, infertility diagnosis, anxiety levels had any significant association with cortisol. Conclusions: We have shown that hair cortisol is a promising new biomarker to evaluate chronic stress in infertility patients. Cortisol secretion interacted with stress to accelerate the development of depressive symptoms, especially in those patients with a negative pregnancy test. Replication of these findings in a larger population will allow further explorations of the possible physiological mechanisms underlying stress and treatment outcomes.",0
https://doi.org/10.1016/j.nedt.2016.06.017,"Stress-related biobehavioral responses, symptoms, and physical activity among female veterans in the community: An exploratory study","Female veterans experience multiple stresses during their lifetime. Some of them seek care in the civilian community. Common physical and psychological symptoms among female veterans include pain, fatigue, sleep quality, and depression. Physical activity has the potential to improve their well-being.This study was guided by the concept of allostasis. The purpose of the study was to determine the associations among stress-related biobehavioral responses and symptoms as well as to determine if physical activity moderated these associations among female veterans.A cross-sectional and exploratory design was implemented among 82 female veterans (46±10.57years old) at a community event. Self-reported questionnaires and blood and hair samples were collected. Descriptive statistics and multivariate analyses were applied in this secondary data analysis.Female veterans experienced moderate perceived stress and greater body mass index, C-reactive protein, and hair cortisol levels at the same time as they reported moderate levels of pain and fatigue, poor sleep quality, and considerable depressive symptoms. The findings showed that greater body mass index was significantly associated with more severe pain and poor sleep quality. Physical activity negatively moderated the relationship between perceived stress and pain.Female veterans need services to manage body weight and help them engage in physical activity. Nurse educators are responsible for instructing nurses to properly identify female veterans in the civilian community facility and to provide care in a respectful manner.",0
https://doi.org/10.1017/s1751731110001825,Responses of prolactin and hair growth to selection for age at puberty in Angus cattle,"A trial was carried out over a 7-year period (1999 to 2005 calf crops) to compare indicators of seasonality in Angus cattle, which were part of a long-term genetic selection experiment. Divergent selection was applied for early ('AGE-') or late ('AGE+') age at puberty (AP) in heifers, and selection lines differed over the 7-year period by 62 days (15% of the mean). The primary measures of seasonality studied in 629 heifer progeny (59 sire groups) were serum concentration of prolactin (PRL), and winter and summer hair growth. Serial samples were obtained for PRL from 11 to 18 months of age, and data were analysed with adjustment for cortisol concentration. Using restricted maximum likelihood procedures with an animal model, heritability estimates were: AP, 0.26 ± 0.03; log(e)PRL concentration, 0.23 ± 0.07; log(e)cortisol concentration, 0.22 ± 0.07; hair weight, 0.21 ± 0.04; and hair length, 0.09 ± 0.05. Corresponding repeatability estimates for the last four traits were 0.49 ± 0.03, 0.38 ± 0.03, 0.21 ± 0.04, and 0.64 ± 0.02, respectively. The genetic correlation between AP and log(e)PRL concentration was estimated at -0.29 ± 0.13 (P < 0.05). PRL concentration in the AGE- line after passing through puberty was 11 ± 5% lower than in the AGE+ line (P < 0.05). Line effects were not significant for hair weight or hair length. It was concluded that divergent selection for AP changed PRL concentration, which may partly reflect sensitivity to changing day length.",0
https://doi.org/10.1093/jas/skaa269,Administering an appeasing substance to beef calves at weaning to optimize productive and health responses during a 42-d preconditioning program,"Abstract This experiment evaluated the impacts of administering a bovine appeasing substance (BAS) to beef calves at weaning on their performance, physiological responses, and behavior during a 42-d preconditioning program. Eighty calves (40 heifers and 40 steers; 90% British × 10% Nellore) were weaned at 233 ± 2 d of age (day 0); ranked by sex, weaning age, and body weight (BW); and assigned to receive BAS (IRSEA Group, Quartier Salignan, France; n = 40) or placebo (diethylene glycol monoethyl ether; CON; n = 40). Treatments (5 mL) were topically applied to the nuchal skin area of each animal following dam separation. Within treatment, calves were allocated to one of eight drylot pens (four pens per treatment; pen being the experimental unit) and received a free-choice total mixed ration (TMR) from day 0 to 42, intake of which was assessed daily. Live behavior observations were conducted on days 1, 2, 4, 8, 16, and 32. Temperament was assessed and blood samples were collected via jugular venipuncture on days −21, 0, 3, 7, 14, 28, and 42. Hair samples were collected from the tail switch on days 0, 14, 28, and 42. Calves were vaccinated against bovine respiratory disease viruses on days −21 and 0. Average daily gain from day 0 to 42 did not differ between treatments (P = 0.57) but was greater (P = 0.05) in BAS vs. CON calves from day 0 to 28. Intake of TMR was greater (P = 0.05) during the first week for BAS vs. CON calves (treatment × week; P = 0.08). The mean proportion of calves feeding simultaneously and performance of social and play behaviors were greater (P ≤ 0.05) for BAS vs. CON calves. Escape attempts were greater (P &amp;lt; 0.01) for BAS vs. CON calves on day 1 (treatment × day; P = 0.03). Exit velocity was greater (P = 0.04) for CON vs. BAS calves on day 14 and tended (P = 0.10) to be greater for CON vs. BAS calves on day 7 (treatment × day; P = 0.03). Mean plasma concentrations of haptoglobin were greater (P = 0.02) in CON vs. BAS calves. Hair cortisol concentrations were greater (P = 0.05) in CON vs. BAS calves on day 14 (treatment × day; P = 0.03). Mean serum concentrations of antibodies against bovine viral diarrhea virus were greater (P = 0.02) in BAS vs. CON calves. Collectively, BAS administration to beef calves at weaning alleviated stress-induced physiological reactions, improved temperament evaluated via chute exit velocity, enhanced humoral immunity acquired from vaccination, and appeared to have accelerated adaptation to novel management scheme and environment.",0
https://doi.org/10.1093/conphys/cou023,"Measures of physiological stress: a transparent or opaque window into the status, management and conservation of species?","Conservation physiology proposes that measures of physiological stress (glucocorticoid levels) can be used to assess the status and future fate of natural populations. Increases in glucocorticoids may reflect a more challenging environment, suggesting that the influence of human activities on free-living animals could be quantified by measuring glucocorticoids. Biomedical studies suggest that chronic increases in glucocorticoids can have detrimental effects on survival and reproduction, which could influence the viability of populations. Here, we discuss the use of measurements of glucocorticoids in conservation physiology. We first provide an overview of the different methods to quantify glucocorticoids and their utility in conservation physiology. We then discuss five questions we think are essential for conservation physiologists to address. We highlight how intrinsic (e.g. sex, reproductive status, age, recent experiences) and ecological factors (e.g. predation, food availability, snowfall) can, by themselves or through their interactions with anthropogenic disturbances, affect the physiological stress response and mask any general patterns about the effects of anthropogenic disturbances on glucocorticoids. Using a meta-analysis, we show that anthropogenic disturbances are consistently associated with increased glucocorticoids regardless of the type of human disturbance. We also show that males may be more sensitive to anthropogenic disturbances than females and that faecal glucocorticoids, but not baseline plasma glucocorticoids, consistently increase in response to anthropogenic disturbances. Finally, we discuss how increases in glucocorticoids in free-living animals can sometimes enhance survival and reproduction. Unfortunately, our literature analysis indicates that this observation has not yet gained traction, and very few studies have shown that increases in glucocorticoid levels resulting from anthropogenic disturbances decrease survival or reproduction. We think that the use of measures of glucocorticoids in conservation physiology has tremendous potential, but there are still a number of methodological concerns, in addition to several crucial questions that should be addressed.",0
https://doi.org/10.1111/bjd.15521,Psychodermatology U.K.,"Delusional infestation is a rare psychiatric disorder characterized by a fixed, false belief of pathogenic infestation of the skin or body without objective medical evidence. The psychiatric disease causes cutaneous pathology. We present a case of delusional infestation in a patient with panhypopituitarism secondary to lymphocytic hypophysitis, an inflammatory pituitary tumour. A 53-year-old white woman presented with a 6-month history of feeling and seeing insects crawling on her skin. This was preceded by a family holiday in a caravan where the family sustained multiple insect bites. During this time, the patient felt insects crawling up her back. However, this sensation persisted after the holiday, along with the feeling of pins and needles on her body. She saw insects on her skin, particularly on her groin, buttocks and hair and in her urine during micturition without dysuria. In addition, she could hear insects pop when she underwent sunbeds. She noticed hair thinning and half a stone weight loss in this time. In an attempt to eradicate the insects, she fumigated her house four times and used Lyclear once or twice a month within that 6-month period. Her past medical history included lymphocytic hypophysitis, which has led to panhypopituitarism, notably hypothyroidism and hypoparathyroidism. She had no prior psychiatric diagnosis. Drug history included hydrocortisone, levothyroxine, vitamin D and growth hormone injections. She smoked five cigarettes per day and used recreational cannabis. On examination, there were visible excoriations on the scalp. There were no further cutaneous findings and no insects found. Blood tests, including full blood count, renal profile, liver function tests, thyroid function tests, prolactin level, protein electrophoresis and haematinics (vitamin B12, folate, ferritin), were within normal limits. Hepatitis B, hepatitis C and HIV were negative. Urine toxicology screen was positive for cannabis. She was given Dermol 500 and advised to bring a specimen sample. We have commenced her on risperidone after endocrinology assessment. Management of delusional infestation involves a multidisciplinary approach with a dermatologist and a psychiatrist, ideally in a specialized psychodermatology clinic. Medical treatment includes soothing emollients and atypical antipsychotics such as risperidone. Atypical antipsychotics can be challenging in patients with pituitary disease, such as in our patient, due to the risk of hyperprolactinaemia. In these cases, it is vital to measure and monitor prolactin levels before and during treatment, and to liaise with an experienced endocrinologist.",0
https://doi.org/10.1016/j.ygcen.2013.09.010,"Influence of adrenocorticotrophin hormone challenge and external factors (age, sex, and body region) on hair cortisol concentration in Canada lynx (Lynx canadensis)","Land use changes are a significant factor influencing the decline of felid populations. However, additional research is needed to better understand how these factors influence populations in the wild. Hormone analysis can provide valuable information on the basic physiology and overall health of an animal, and enzyme immunoassays (EIA) are generally used for hair hormone analysis but must first be validated for the substrate of choice and species of interest. To date, hormone assays from hair have not been validated for Felidae, despite that the method holds considerable promise for non-invasive sampling of free-ranging animals. We sought to: (1) evaluate whether increased adrenocorticotrophin hormone (ACTH) during the period of hair growth results in elevated hair cortisol; (2) validate the enzyme immunoassay used; and (3) identify any variations in hair cortisol between age, sex and body regions, using Canada lynx. We quantified hair cortisol concentrations in captive animals through an ACTH challenge and collected samples from legally harvested lynx to compare variability between body regions. An EIA was validated for the analysis of hair cortisol. Lynx (n=3) had a qualitative increase in hair cortisol concentration following an ACTH challenge in captive animals (20 IU/kg of body weight weekly for 5 weeks), thereby supporting the use of an EIA to quantify cortisol values in hair. Based on our analysis of sampled lynx pelts, we found that hair cortisol did not vary between age and sex, but varied within the foot/leg region to a greater extent than between individuals. We recommend that future studies identify a standardized location for hair cortisol sampling.",0
https://doi.org/10.1016/j.neuroimage.2018.08.050,The Lifespan Human Connectome Project in Development: A large-scale study of brain connectivity development in 5–21 year olds,"Abstract Recent technological and analytical progress in brain imaging has enabled the examination of brain organization and connectivity at unprecedented levels of detail. The Human Connectome Project in Development (HCP-D) is exploiting these tools to chart developmental changes in brain connectivity. When complete, the HCP-D will comprise approximately ∼1750 open access datasets from 1300 + healthy human participants, ages 5–21 years, acquired at four sites across the USA. The participants are from diverse geographical, ethnic, and socioeconomic backgrounds. While most participants are tested once, others take part in a three-wave longitudinal component focused on the pubertal period (ages 9–17 years). Brain imaging sessions are acquired on a 3 T Siemens Prisma platform and include structural, functional (resting state and task-based), diffusion, and perfusion imaging, physiological monitoring, and a battery of cognitive tasks and self-reports. For minors, parents additionally complete a battery of instruments to characterize cognitive and emotional development, and environmental variables relevant to development. Participants provide biological samples of blood, saliva, and hair, enabling assays of pubertal hormones, health markers, and banked DNA samples. This paper outlines the overarching aims of the project, the approach taken to acquire maximally informative data while minimizing participant burden, preliminary analyses, and discussion of the intended uses and limitations of the dataset.",0
https://doi.org/10.1016/j.psyneuen.2016.12.016,"Hair dyeing, hair washing and hair cortisol concentrations among women from the healthy start study","Hair cortisol concentration (HCC) has been suggested as a promising marker for chronic stress. However, studies investigating the influence of hair dyeing and hair washing frequency on HCC have shown inconsistent results.To examine associations between HCC and hair dyeing status or weekly hair washing frequency among women.This cross-sectional study was based on data from 266 mothers participating in the Healthy Start intervention study. HCC was measured in the proximal end of the hair (1-2cm closest to the scalp) while hair dyeing status, frequency of hair washing and covariates were reported by the women. Linear regression analyses were applied to assess the associations between HCC and hair dyeing or weekly frequency of hair washing.No statistically significant difference (p=0.91) in HCC was found between women who dyed hair (adjusted mean: 137pg/mg [95% CI: 122,153]) and women with natural hair color (adjusted mean: 139pg/mg [95% CI: 123,155]). Frequency of hair washing was not associated with HCC (β: -3.7 [95% CI: -9.0, 1.5; P=0.20]).This study of 266 Danish women provides no evidence in support of an association between HCC and hair dyeing status or hair washing frequency.",0
https://doi.org/10.1177/1099800418779214,Chronic Stress in Children and Adolescents: A Review of Biomarkers for Use in Pediatric Research,"Problem: Incorporating biomarkers of chronic stress into pediatric research studies may help to explicate the links between exposure to adversity and lifelong health, but there are currently very few parameters to guide nurse researchers in choosing appropriate biomarkers of chronic stress for use in research with children and adolescents. Methods: Biomarkers of chronic stress are described, including primary mediators (glucocorticoids, catecholamines, and cytokines) and secondary outcomes (neurologic, immune, metabolic, cardiovascular, respiratory, and anthropometric) of the chronic stress response. Results: Evidence of the use of each biomarker in pediatric research studies is reviewed. Recommendations for pediatric researchers, including selection of appropriate biomarkers, measurement considerations, potential moderators, and future directions for research, are presented. Discussion: A wide range of biomarkers is available for use in research studies with children. While primary mediators of chronic stress have been frequently measured in studies of children, measurement of secondary outcomes, particularly immune and metabolic biomarkers, has been limited. With thoughtful and theoretically based approaches to selection and measurement, these biomarkers present an important opportunity to further explore the physiologic pathways linking exposure to chronic stress with later health and disease. Conclusion: The incorporation of chronic stress biomarkers into pediatric research studies may provide valuable insight into the mechanisms through which stressful environments “get under the skin” and ultimately inform efforts to promote health and reduce inequities among children exposed to adversity.",0
https://doi.org/10.1080/10253890.2017.1296430,Psychobiological impact of ethnic discrimination in Turkish immigrants living in Germany,"Perceived ethnic discrimination has a negative impact on health. One of the key mechanisms may be a dysregulation of stress-responsive systems. Our aims were to investigate whether (1) acute face-to-face ethnic discrimination induces a stress response, and (2) to compare long-term endocrine functioning between immigrants and nonimmigrants. 30 male Turkish immigrants living in Germany underwent an ethnic discrimination condition and a control condition in the laboratory. Perceived ethnic discrimination, stress, salivary alpha-amylase and cortisol were measured four times. Heart rate and electrodermal activity were measured continuously. In addition, hair samples were collected from immigrants and 25 male nonimmigrants to determine long-term cortisol concentrations. Immigrants showed increases in perceived ethnic discrimination, stress, heart rate, alpha-amylase and cortisol during the ethnic discrimination condition. Immigrants had significantly lower hair cortisol concentrations than nonimmigrants. These findings suggest that acute ethnic discrimination elicits a psychobiological stress response. Abnormalities in long-term endocrine functioning in ethnic minorities may set the stage for the development of stress-related illnesses. Lay summary The present study found that racial discrimination of Turkish immigrants induced both psychological and physiological stress responses in the laboratory. Immigrants showed lower hair cortisol concentrations than nonimmigrants, indicating a dysregulated biological stress system.",0
